"id","year","state_name","state_code","district_name","district_code","development_sector","project_outlay_amount_in_lakhs","amount_spent_in_lakhs"
4537,"2018-01-01","Delhi","7","Not Mentioned","0","Livelihood Enhancement Projects",25099717.0,45.03
4538,"2018-01-01","Delhi","7","Not Mentioned","0","Other Central Government Funds",320.0,241.0
4539,"2018-01-01","Delhi","7","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",647217.25,195.1
4540,"2018-01-01","Delhi","7","Not Mentioned","0","Prime Minister'S National Relief Fund",20.95,20.95
4541,"2018-01-01","Delhi","7","Not Mentioned","0","Rural Development Projects",2500000.0,32.0
4542,"2018-01-01","Delhi","7","Not Mentioned","0","Sanitation",2135.4,127.94
4543,"2018-01-01","Delhi","7","Not Mentioned","0","Senior Citizens Welfare",50.78,36.9
4544,"2018-01-01","Delhi","7","Not Mentioned","0","Setting Up Homes And Hostels For Women",75.0,75.0
4545,"2018-01-01","Delhi","7","Not Mentioned","0","Setting Up Orphanage",1.75,1.75
4546,"2018-01-01","Delhi","7","Not Mentioned","0","Socio-Economic Inequalities",35.68,35.68
4547,"2018-01-01","Delhi","7","Not Mentioned","0","Special Education",352479987.5,989.97
4548,"2018-01-01","Delhi","7","Not Mentioned","0","Swachh Bharat Kosh",328.82,328.32
4549,"2018-01-01","Delhi","7","Not Mentioned","0","Technology Incubators",1300000.0,12.08
4550,"2018-01-01","Delhi","7","Not Mentioned","0","Training To Promote Sports",644.19,644.19
4551,"2018-01-01","Delhi","7","Not Mentioned","0","Vocational Skills",855.8,197.68
4552,"2018-01-01","Delhi","7","Not Mentioned","0","Women Empowerment",14.0,97.0
4553,"2018-01-01","Delhi","7","South","83","Education",13.0,13.1
4554,"2018-01-01","Delhi","7","South","83","Health Care",412.2,412.2
4555,"2018-01-01","Delhi","7","South","83","Sanitation",159.0,159.1
4556,"2018-01-01","Delhi","7","South","83","Training To Promote Sports",2.1,2.1
4557,"2018-01-01","Goa","30","Not Mentioned","0","Art And Culture",2717.0,12.0
4558,"2018-01-01","Goa","30","Not Mentioned","0","Education",781.1,951.94
4559,"2018-01-01","Goa","30","Not Mentioned","0","Environmental Sustainability",12.03,12.34
4560,"2018-01-01","Goa","30","Not Mentioned","0","Health Care",34.7,35.7
4561,"2018-01-01","Goa","30","Not Mentioned","0","Livelihood Enhancement Projects",14.82,14.82
4562,"2018-01-01","Goa","30","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",3.66,0.94
4563,"2018-01-01","Goa","30","Not Mentioned","0","Rural Development Projects",137.18,139.26
4564,"2018-01-01","Goa","30","Not Mentioned","0","Safe Drinking Water",0.15,0.13
4565,"2018-01-01","Goa","30","Not Mentioned","0","Special Education",82.0,69.0
4566,"2018-01-01","Goa","30","Not Mentioned","0","Women Empowerment",7.67,7.67
4567,"2018-01-01","Goa","30","South Goa","552","Education",52.2,51.2
4568,"2018-01-01","Goa","30","South Goa","552","Health Care",7.0,7.0
4569,"2018-01-01","Goa","30","South Goa","552","Rural Development Projects",17.0,4.0
4570,"2018-01-01","Goa","30","South Goa","552","Training To Promote Sports",10.0,10.0
4571,"2018-01-01","Gujarat","24","Anand","440","Health Care",0.0,0.0
4572,"2018-01-01","Gujarat","24","Anand","440","Women Empowerment",100.0,102.57
4573,"2018-01-01","Gujarat","24","Banaskantha","441","Prime Minister'S National Relief Fund",0.0,0.0
4574,"2018-01-01","Gujarat","24","Bharuch","442","Art And Culture",315.0,18.0
4575,"2018-01-01","Gujarat","24","Bharuch","442","Conservation Of Natural Resources",1.0,1.0
4576,"2018-01-01","Gujarat","24","Bharuch","442","Education",2200095.08,31.18
4577,"2018-01-01","Gujarat","24","Bharuch","442","Health Care",1510652.91,201.91
4578,"2018-01-01","Gujarat","24","Bharuch","442","Livelihood Enhancement Projects",1164.0,11.64
4579,"2018-01-01","Gujarat","24","Bharuch","442","Rural Development Projects",48.0,0.48
4580,"2018-01-01","Gujarat","24","Bharuch","442","Safe Drinking Water",400000.0,4.23
4581,"2018-01-01","Gujarat","24","Bharuch","442","Swachh Bharat Kosh",4400000.0,43.28
4582,"2018-01-01","Gujarat","24","Bharuch","442","Training To Promote Sports",0.2,0.2
4583,"2018-01-01","Gujarat","24","Bharuch","442","Women Empowerment",455000.0,4.5600000000000005
4584,"2018-01-01","Gujarat","24","Bhavnagar","443","Education",33.0,32.18
4585,"2018-01-01","Gujarat","24","Bhavnagar","443","Health Care",18.0,14.5
4586,"2018-01-01","Gujarat","24","Bhavnagar","443","Rural Development Projects",20.0,20.0
4587,"2018-01-01","Gujarat","24","Bhavnagar","443","Sanitation",2.0,0.77
4588,"2018-01-01","Gujarat","24","Dahod","445","Rural Development Projects",50.0,50.0
4589,"2018-01-01","Gujarat","24","Gandhinagar","446","Education",5000.0,5000.0
4590,"2018-01-01","Gujarat","24","Gandhinagar","446","Health Care",52.0,50.33
4591,"2018-01-01","Gujarat","24","Gandhinagar","446","Rural Development Projects",2208.6,22.73
4592,"2018-01-01","Gujarat","24","Jamnagar","447","Environmental Sustainability",19.38,0.0
4593,"2018-01-01","Gujarat","24","Jamnagar","447","Livelihood Enhancement Projects",1.01,1.01
4594,"2018-01-01","Gujarat","24","Kachchh","449","Animal Welfare",80000045.0,31.03
4595,"2018-01-01","Gujarat","24","Kachchh","449","Art And Culture",15000000.0,1.58
4596,"2018-01-01","Gujarat","24","Kachchh","449","Education",325000000.0,32.76
4597,"2018-01-01","Gujarat","24","Kachchh","449","Environmental Sustainability",770000135.0,211.48
4598,"2018-01-01","Gujarat","24","Kachchh","449","Health Care",55000009.8,15.2
4599,"2018-01-01","Gujarat","24","Kachchh","449","Livelihood Enhancement Projects",10000058.8,59.72
4600,"2018-01-01","Gujarat","24","Kachchh","449","Rural Development Projects",100000000.0,9.62
4601,"2018-01-01","Gujarat","24","Kachchh","449","Sanitation",21.6,21.6
4602,"2018-01-01","Gujarat","24","Kachchh","449","Senior Citizens Welfare",10000000.0,1.08
4603,"2018-01-01","Gujarat","24","Kachchh","449","Vocational Skills",95.9,95.9
4604,"2018-01-01","Gujarat","24","Mehsana","451","Conservation Of Natural Resources",5.0,1.98
4605,"2018-01-01","Gujarat","24","Mehsana","451","Education",99.0,0.38
4606,"2018-01-01","Gujarat","24","Mehsana","451","Health Care",57.61,57.61
4607,"2018-01-01","Gujarat","24","Mehsana","451","Rural Development Projects",0.25,0.21
4608,"2018-01-01","Gujarat","24","Narmada","452","Rural Development Projects",1200.0,12.0
4609,"2018-01-01","Gujarat","24","Not Mentioned","0","Agro Forestry",1.0,1.0
4610,"2018-01-01","Gujarat","24","Not Mentioned","0","Animal Welfare",99.8,94.48
4611,"2018-01-01","Gujarat","24","Not Mentioned","0","Armed Forces, Veterans, War Widows/ Dependants",4000031.45,51.95
4612,"2018-01-01","Gujarat","24","Not Mentioned","0","Art And Culture",431606.39,1627.98
4613,"2018-01-01","Gujarat","24","Not Mentioned","0","Conservation Of Natural Resources",1220.83,32.35
4614,"2018-01-01","Gujarat","24","Not Mentioned","0","Education",84175103.5,10783.91
4615,"2018-01-01","Gujarat","24","Not Mentioned","0","Environmental Sustainability",11496586.76,2044.1
4616,"2018-01-01","Gujarat","24","Not Mentioned","0","Gender Equality",6.0,6.0
4617,"2018-01-01","Gujarat","24","Not Mentioned","0","Health Care",4899392.75,9822.2
4618,"2018-01-01","Gujarat","24","Not Mentioned","0","Livelihood Enhancement Projects",4457.32,1386.63
4619,"2018-01-01","Gujarat","24","Not Mentioned","0","Other Central Government Funds",500126.84,529.0699999999999
4620,"2018-01-01","Gujarat","24","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",33881980.56,814.21
4621,"2018-01-01","Gujarat","24","Not Mentioned","0","Rural Development Projects",5494291.529999999,7723.09
4622,"2018-01-01","Gujarat","24","Not Mentioned","0","Safe Drinking Water",113.01,111.65
4623,"2018-01-01","Gujarat","24","Not Mentioned","0","Sanitation",50368.28,426.27
4624,"2018-01-01","Gujarat","24","Not Mentioned","0","Senior Citizens Welfare",31129.0,17.2
4625,"2018-01-01","Gujarat","24","Not Mentioned","0","Slum Area Development",0.0,0.0
4626,"2018-01-01","Gujarat","24","Not Mentioned","0","Socio-Economic Inequalities",207.98,207.98
4627,"2018-01-01","Gujarat","24","Not Mentioned","0","Special Education",18913.84,204.14
4628,"2018-01-01","Gujarat","24","Not Mentioned","0","Swachh Bharat Kosh",6.2,4.2
4629,"2018-01-01","Gujarat","24","Not Mentioned","0","Training To Promote Sports",172.77,170.65
4630,"2018-01-01","Gujarat","24","Not Mentioned","0","Vocational Skills",675.92,691.13
4631,"2018-01-01","Gujarat","24","Not Mentioned","0","Women Empowerment",36711543.760000005,475.61
4632,"2018-01-01","Gujarat","24","Patan","455","Education",10.0,10.0
4633,"2018-01-01","Gujarat","24","Patan","455","Women Empowerment",2506.0,25.06
4634,"2018-01-01","Gujarat","24","Prayagraj","438","Rural Development Projects",213.41,208.37
4635,"2018-01-01","Gujarat","24","Rajkot","457","Education",448.8,28.3
4636,"2018-01-01","Gujarat","24","Rajkot","457","Environmental Sustainability",10.0,10.0
4637,"2018-01-01","Gujarat","24","Sabarkantha","458","Environmental Sustainability",259986.0,2.6
4638,"2018-01-01","Gujarat","24","Sabarkantha","458","Health Care",5500000.0,55.0
4639,"2018-01-01","Gujarat","24","Surat","459","Animal Welfare",1.5,2.5
4640,"2018-01-01","Gujarat","24","Surat","459","Poverty, Eradicating Hunger, Malnutrition",2.0,0.32
4641,"2018-01-01","Gujarat","24","Tapi","641","Education",193.0,158.0
4642,"2018-01-01","Gujarat","24","Tapi","641","Gender Equality",54.0,44.0
4643,"2018-01-01","Gujarat","24","Tapi","641","Poverty, Eradicating Hunger, Malnutrition",67.0,61.0
4644,"2018-01-01","Gujarat","24","Tapi","641","Rural Development Projects",102.0,59.0
4645,"2018-01-01","Gujarat","24","Vadodara","461","Animal Welfare",0.03,0.03
4646,"2018-01-01","Gujarat","24","Vadodara","461","Conservation Of Natural Resources",5.0,5.0
4647,"2018-01-01","Gujarat","24","Vadodara","461","Education",250121.4,229.59
4648,"2018-01-01","Gujarat","24","Vadodara","461","Environmental Sustainability",29560.0,29.49
4649,"2018-01-01","Gujarat","24","Vadodara","461","Health Care",1200149.19,168.08
4650,"2018-01-01","Gujarat","24","Vadodara","461","Sanitation",550.0,0.0
4651,"2018-01-01","Gujarat","24","Vadodara","461","Special Education",4.68,4.68
4652,"2018-01-01","Gujarat","24","Vadodara","461","Training To Promote Sports",5.0,5.0
4653,"2018-01-01","Gujarat","24","Vadodara","461","Women Empowerment",1.13,0.38
4654,"2018-01-01","Gujarat","24","Valsad","462","Art And Culture",1.5,1.5
4655,"2018-01-01","Gujarat","24","Valsad","462","Education",2.29,2.29
4656,"2018-01-01","Gujarat","24","Valsad","462","Health Care",43.21,43.21
4657,"2018-01-01","Gujarat","24","Valsad","462","Livelihood Enhancement Projects",2.36,2.36
4658,"2018-01-01","Gujarat","24","Valsad","462","Socio-Economic Inequalities",5.5,5.5
4659,"2018-01-01","Gujarat","24","Valsad","462","Women Empowerment",0.5,0.5
4660,"2018-01-01","Haryana","6","Bhiwani","59","Education",2.8,2.8
4661,"2018-01-01","Haryana","6","Faridabad","60","Conservation Of Natural Resources",97.67,81.97
4662,"2018-01-01","Haryana","6","Faridabad","60","Education",76.83,81.13
4663,"2018-01-01","Haryana","6","Faridabad","60","Environmental Sustainability",70.0,60.0
4664,"2018-01-01","Haryana","6","Faridabad","60","Health Care",616.0,656.0
4665,"2018-01-01","Haryana","6","Faridabad","60","Livelihood Enhancement Projects",1915000.0,1.92
4666,"2018-01-01","Haryana","6","Faridabad","60","Senior Citizens Welfare",1664.0,2.77
4667,"2018-01-01","Haryana","6","Faridabad","60","Setting Up Homes And Hostels For Women",6000.0,59.37
4668,"2018-01-01","Haryana","6","Gurugram","62","Conservation Of Natural Resources",2.0,2.0
4669,"2018-01-01","Haryana","6","Gurugram","62","Education",703516.04,701.74
4670,"2018-01-01","Haryana","6","Gurugram","62","Environmental Sustainability",987.9,833.1
4671,"2018-01-01","Haryana","6","Gurugram","62","Health Care",2.0,2.0
4672,"2018-01-01","Haryana","6","Gurugram","62","Training To Promote Sports",2.0,2.0
4673,"2018-01-01","Haryana","6","Hisar","63","Education",381.4,395.76
4674,"2018-01-01","Haryana","6","Hisar","63","Environmental Sustainability",79.9,80.0
4675,"2018-01-01","Haryana","6","Hisar","63","Gender Equality",59.77,61.11
4676,"2018-01-01","Haryana","6","Hisar","63","Health Care",65.64,68.86
4677,"2018-01-01","Haryana","6","Hisar","63","Other Central Government Funds",8.71,7.65
4678,"2018-01-01","Haryana","6","Hisar","63","Rural Development Projects",51.66,49.11
4679,"2018-01-01","Haryana","6","Jhajjar","64","Health Care",64.0,63.96
4680,"2018-01-01","Haryana","6","Jhajjar","64","Rural Development Projects",2.07,2.07
4681,"2018-01-01","Haryana","6","Karnal","67","Education",20.0,18.67
4682,"2018-01-01","Haryana","6","Karnal","67","Other Central Government Funds",28.0,25.1
4683,"2018-01-01","Haryana","6","Karnal","67","Training To Promote Sports",2.0,1.6
4684,"2018-01-01","Haryana","6","Not Mentioned","0","Animal Welfare",5.8,5.8
4685,"2018-01-01","Haryana","6","Not Mentioned","0","Conservation Of Natural Resources",8.67,8.67
4686,"2018-01-01","Haryana","6","Not Mentioned","0","Education",3416144.09,1020.28
4687,"2018-01-01","Haryana","6","Not Mentioned","0","Environmental Sustainability",1370.52,264.24
4688,"2018-01-01","Haryana","6","Not Mentioned","0","Health Care",50269.3,290.2
4689,"2018-01-01","Haryana","6","Not Mentioned","0","Livelihood Enhancement Projects",2518.0,42.89
4690,"2018-01-01","Haryana","6","Not Mentioned","0","Other Central Government Funds",197.0,1.31
4691,"2018-01-01","Haryana","6","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",9.56,9.54
4692,"2018-01-01","Haryana","6","Not Mentioned","0","Rural Development Projects",3021233.09,1177.35
4693,"2018-01-01","Haryana","6","Not Mentioned","0","Safe Drinking Water",13.84,13.84
4694,"2018-01-01","Haryana","6","Not Mentioned","0","Sanitation",3870.71,3843.33
4695,"2018-01-01","Haryana","6","Not Mentioned","0","Senior Citizens Welfare",2949.47,30.95
4696,"2018-01-01","Haryana","6","Not Mentioned","0","Setting Up Orphanage",1.0,1.0
4697,"2018-01-01","Haryana","6","Not Mentioned","0","Special Education",42.96,94.96
4698,"2018-01-01","Haryana","6","Not Mentioned","0","Swachh Bharat Kosh",17.0,15.41
4699,"2018-01-01","Haryana","6","Not Mentioned","0","Technology Incubators",50000.0,0.39
4700,"2018-01-01","Haryana","6","Not Mentioned","0","Training To Promote Sports",198002.4,4.23
4701,"2018-01-01","Haryana","6","Not Mentioned","0","Vocational Skills",264.67,265.76
4702,"2018-01-01","Haryana","6","Not Mentioned","0","Women Empowerment",948.8,108.9
4703,"2018-01-01","Haryana","6","Nuh","604","Socio-Economic Inequalities",1250.0,12.5
4704,"2018-01-01","Haryana","6","Nuh","604","Women Empowerment",4302.0,39.0
4705,"2018-01-01","Haryana","6","Panchkula","70","Health Care",30.53,30.31
4706,"2018-01-01","Haryana","6","Panchkula","70","Poverty, Eradicating Hunger, Malnutrition",2.0,0.95
4707,"2018-01-01","Haryana","6","Panchkula","70","Women Empowerment",3.13,2.25
4708,"2018-01-01","Haryana","6","Panipat","71","Health Care",1000.0,8.4
4709,"2018-01-01","Haryana","6","Rewari","72","Conservation Of Natural Resources",0.0,14.51
4710,"2018-01-01","Haryana","6","Rewari","72","Education",0.0,9.7
4711,"2018-01-01","Haryana","6","Sonipat","75","Health Care",367554000.0,9.19
4712,"2018-01-01","Himachal Pradesh","2","Chamba","16","Environmental Sustainability",4.0,2.0
4713,"2018-01-01","Himachal Pradesh","2","Kangra","18","Education",5.02,5.02
4714,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Art And Culture",281.0,154.52
4715,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Education",213235.0,1283.54
4716,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Environmental Sustainability",233.8,832.5
4717,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Health Care",10601210.92,1434.22
4718,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Livelihood Enhancement Projects",2067.0,4.15
4719,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Rural Development Projects",3915688.0,792.9300000000001
4720,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Sanitation",240.0,157.91
4721,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Setting Up Homes And Hostels For Women",748.0,336.0
4722,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Special Education",180.0,108.78
4723,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Training To Promote Sports",50.0,10.15
4724,"2018-01-01","Himachal Pradesh","2","Not Mentioned","0","Women Empowerment",17.7,27.9
4725,"2018-01-01","Himachal Pradesh","2","Shimla","23","Education",59000.0,0.59
4726,"2018-01-01","Himachal Pradesh","2","Shimla","23","Health Care",1.01,1.01
4727,"2018-01-01","Himachal Pradesh","2","Solan","25","Education",10785.8,15.11
4728,"2018-01-01","Himachal Pradesh","2","Solan","25","Environmental Sustainability",6.0,7.2
4729,"2018-01-01","Himachal Pradesh","2","Solan","25","Health Care",1274919651.09,27.76
4730,"2018-01-01","Himachal Pradesh","2","Solan","25","Vocational Skills",26.11,18.28
4731,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Art And Culture",74.0,32.0
4732,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Education",171.0,118.0
4733,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Environmental Sustainability",10.0,10.0
4734,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Health Care",21.0,21.0
4735,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Livelihood Enhancement Projects",6.31,6.31
4736,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Sanitation",16340.0,95.52
4737,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Socio-Economic Inequalities",2485.0,219.88
4738,"2018-01-01","Jammu and Kashmir","1","Not Mentioned","0","Vocational Skills",13.0,13.0
4739,"2018-01-01","Jharkhand","20","Bokaro","322","Education",20.0,20.0
4740,"2018-01-01","Jharkhand","20","East Singhbhum","327","Education",102.0,10.9
4741,"2018-01-01","Jharkhand","20","East Singhbhum","327","Rural Development Projects",3.0,2.99
4742,"2018-01-01","Jharkhand","20","East Singhbhum","327","Safe Drinking Water",0.75,0.74
4743,"2018-01-01","Jharkhand","20","East Singhbhum","327","Sanitation",32.5,6.48
4744,"2018-01-01","Jharkhand","20","Giridih","329","Education",11.83,5.0
4745,"2018-01-01","Jharkhand","20","Godda","330","Education",280.0,280.0
4746,"2018-01-01","Jharkhand","20","Godda","330","Rural Development Projects",50.0,50.0
4747,"2018-01-01","Jharkhand","20","Not Mentioned","0","Animal Welfare",0.0,6.0
4748,"2018-01-01","Jharkhand","20","Not Mentioned","0","Art And Culture",20.0,2.0
4749,"2018-01-01","Jharkhand","20","Not Mentioned","0","Education",4629.639999999999,567.76
4750,"2018-01-01","Jharkhand","20","Not Mentioned","0","Environmental Sustainability",50.62,40.85
4751,"2018-01-01","Jharkhand","20","Not Mentioned","0","Health Care",453.61,58.02
4752,"2018-01-01","Jharkhand","20","Not Mentioned","0","Livelihood Enhancement Projects",31.0,31.0
4753,"2018-01-01","Jharkhand","20","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",28.5,12.98
4754,"2018-01-01","Jharkhand","20","Not Mentioned","0","Rural Development Projects",57816.0,496.0
4755,"2018-01-01","Jharkhand","20","Not Mentioned","0","Safe Drinking Water",1650.05,26.28
4756,"2018-01-01","Jharkhand","20","Not Mentioned","0","Sanitation",25.0,1.74
4757,"2018-01-01","Jharkhand","20","Not Mentioned","0","Setting Up Homes And Hostels For Women",2.0,2.0
4758,"2018-01-01","Jharkhand","20","Not Mentioned","0","Socio-Economic Inequalities",0.21,0.21
4759,"2018-01-01","Jharkhand","20","Not Mentioned","0","Technology Incubators",733.0,5.68
4760,"2018-01-01","Jharkhand","20","Not Mentioned","0","Vocational Skills",29.0,29.0
4761,"2018-01-01","Jharkhand","20","Pakur","337","Education",140.0,140.0
4762,"2018-01-01","Jharkhand","20","Ramgarh","607","Education",10.83,5.0
4763,"2018-01-01","Jharkhand","20","Ranchi","339","Education",15.0,15.33
4764,"2018-01-01","Karnataka","29","Belagavi","527","Education",17.88,18.22
4765,"2018-01-01","Karnataka","29","Bengaluru Rural","526","Education",147.1,44.900000000000006
4766,"2018-01-01","Karnataka","29","Bengaluru Rural","526","Environmental Sustainability",56.0,49.1
4767,"2018-01-01","Karnataka","29","Bengaluru Rural","526","Health Care",5.7,2.5
4768,"2018-01-01","Karnataka","29","Bengaluru Rural","526","Poverty, Eradicating Hunger, Malnutrition",9.6,9.6
4769,"2018-01-01","Karnataka","29","Bengaluru Urban","525","Education",4.0,4.0
4770,"2018-01-01","Karnataka","29","Bengaluru Urban","525","Setting Up Orphanage",9.6,5.2
4771,"2018-01-01","Karnataka","29","Dakshina Kannada","534","Environmental Sustainability",115.0,148.0
4772,"2018-01-01","Karnataka","29","Dakshina Kannada","534","Rural Development Projects",12.0,8.0
4773,"2018-01-01","Karnataka","29","Dakshina Kannada","534","Swachh Bharat Kosh",35.0,37.0
4774,"2018-01-01","Karnataka","29","Dharwad","536","Education",1607.4,201.0
4775,"2018-01-01","Karnataka","29","Dharwad","536","Training To Promote Sports",4.8,1.5
4776,"2018-01-01","Karnataka","29","Kodagu","541","Education",4.08,4.08
4777,"2018-01-01","Karnataka","29","Kodagu","541","Rural Development Projects",2.94,2.94
4778,"2018-01-01","Karnataka","29","Koppal","543","Education",0.8,0.8
4779,"2018-01-01","Karnataka","29","Koppal","543","Health Care",7.5,7.5
4780,"2018-01-01","Karnataka","29","Mysuru","545","Education",19.0,17.39
4781,"2018-01-01","Karnataka","29","Mysuru","545","Training To Promote Sports",0.0,2.0
4782,"2018-01-01","Karnataka","29","Not Mentioned","0","Animal Welfare",300010.0,12.0
4783,"2018-01-01","Karnataka","29","Not Mentioned","0","Armed Forces, Veterans, War Widows/ Dependants",16.0,16.0
4784,"2018-01-01","Karnataka","29","Not Mentioned","0","Art And Culture",1000001800.45,1641.33
4785,"2018-01-01","Karnataka","29","Not Mentioned","0","Conservation Of Natural Resources",650.0,180.0
4786,"2018-01-01","Karnataka","29","Not Mentioned","0","Education",1117724731.3400002,22300.3
4787,"2018-01-01","Karnataka","29","Not Mentioned","0","Environmental Sustainability",62531.45,10989.6
4788,"2018-01-01","Karnataka","29","Not Mentioned","0","Gender Equality",25.0,22.0
4789,"2018-01-01","Karnataka","29","Not Mentioned","0","Health Care",7151.55,3815.16
4790,"2018-01-01","Karnataka","29","Not Mentioned","0","Livelihood Enhancement Projects",307.58000000000004,332.57
4791,"2018-01-01","Karnataka","29","Not Mentioned","0","Other Central Government Funds",7.0,4.0
4792,"2018-01-01","Karnataka","29","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",2.02,7.82
4793,"2018-01-01","Karnataka","29","Not Mentioned","0","Prime Minister'S National Relief Fund",12.23,12.2
4794,"2018-01-01","Karnataka","29","Not Mentioned","0","Rural Development Projects",4595.99,2021.08
4795,"2018-01-01","Karnataka","29","Not Mentioned","0","Safe Drinking Water",355.06,357.43
4796,"2018-01-01","Karnataka","29","Not Mentioned","0","Sanitation",174.6,176.0
4797,"2018-01-01","Karnataka","29","Not Mentioned","0","Senior Citizens Welfare",8.96,8.0
4798,"2018-01-01","Karnataka","29","Not Mentioned","0","Setting Up Homes And Hostels For Women",637.0,370.0
4799,"2018-01-01","Karnataka","29","Not Mentioned","0","Setting Up Orphanage",25.0,24.04
4800,"2018-01-01","Karnataka","29","Not Mentioned","0","Special Education",471.95,123.4
4801,"2018-01-01","Karnataka","29","Not Mentioned","0","Training To Promote Sports",1407.12,452.12
4802,"2018-01-01","Karnataka","29","Not Mentioned","0","Vocational Skills",2151.37,2094.49
4803,"2018-01-01","Karnataka","29","Raichur","546","Education",571.58,15.0
4804,"2018-01-01","Karnataka","29","Raichur","546","Training To Promote Sports",5.0,5.0
4805,"2018-01-01","Karnataka","29","Ramanagara","631","Environmental Sustainability",2512.0,1343.0
4806,"2018-01-01","Karnataka","29","Tumakuru","548","Sanitation",15.02,11.0
4807,"2018-01-01","Karnataka","29","Yadgir","635","Education",560.0,0.0
4808,"2018-01-01","Kerala","32","Alappuzha","554","Livelihood Enhancement Projects",505.0,504.35
4809,"2018-01-01","Kerala","32","Alappuzha","554","Women Empowerment",65.0,21.66
4810,"2018-01-01","Kerala","32","Ernakulam","555","Education",34111.72,698.4599999999999
4811,"2018-01-01","Kerala","32","Ernakulam","555","Environmental Sustainability",1078759.0,31.43
4812,"2018-01-01","Kerala","32","Ernakulam","555","Health Care",14.35,13.99
4813,"2018-01-01","Kerala","32","Ernakulam","555","Livelihood Enhancement Projects",158.24,147.73000000000002
4814,"2018-01-01","Kerala","32","Ernakulam","555","Poverty, Eradicating Hunger, Malnutrition",26970236.5,2032.13
4815,"2018-01-01","Kerala","32","Ernakulam","555","Sanitation",4.88,0.16
4816,"2018-01-01","Kerala","32","Ernakulam","555","Socio-Economic Inequalities",8.5,7.92
4817,"2018-01-01","Kerala","32","Ernakulam","555","Swachh Bharat Kosh",50.0,13.91
4818,"2018-01-01","Kerala","32","Idukki","556","Health Care",4.43,4.43
4819,"2018-01-01","Kerala","32","Kannur","557","Poverty, Eradicating Hunger, Malnutrition",0.0,222.92
4820,"2018-01-01","Kerala","32","Kottayam","560","Education",17.0,8.0
4821,"2018-01-01","Kerala","32","Kottayam","560","Health Care",5.0,5.0
4822,"2018-01-01","Kerala","32","Malappuram","562","Environmental Sustainability",190.14,190.02
4823,"2018-01-01","Kerala","32","Malappuram","562","Training To Promote Sports",6.2,6.2
4824,"2018-01-01","Kerala","32","Not Mentioned","0","Art And Culture",49.0,33.0
4825,"2018-01-01","Kerala","32","Not Mentioned","0","Conservation Of Natural Resources",1.0,1.0
4826,"2018-01-01","Kerala","32","Not Mentioned","0","Education",180518.91,467.28
4827,"2018-01-01","Kerala","32","Not Mentioned","0","Environmental Sustainability",135.5,589.29
4828,"2018-01-01","Kerala","32","Not Mentioned","0","Gender Equality",100.0,100.0
4829,"2018-01-01","Kerala","32","Not Mentioned","0","Health Care",717354551.08,535.77
4830,"2018-01-01","Kerala","32","Not Mentioned","0","Livelihood Enhancement Projects",50001077.73,693.1
4831,"2018-01-01","Kerala","32","Not Mentioned","0","Other Central Government Funds",736942.9400000001,381.88
4832,"2018-01-01","Kerala","32","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",39519.87,428.97
4833,"2018-01-01","Kerala","32","Not Mentioned","0","Prime Minister'S National Relief Fund",507985.0,2946.06
4834,"2018-01-01","Kerala","32","Not Mentioned","0","Rural Development Projects",574.04,2690.15
4835,"2018-01-01","Kerala","32","Not Mentioned","0","Safe Drinking Water",6.96,7.0
4836,"2018-01-01","Kerala","32","Not Mentioned","0","Sanitation",57.0,63.59
4837,"2018-01-01","Kerala","32","Not Mentioned","0","Setting Up Homes And Hostels For Women",15.0,15.0
4838,"2018-01-01","Kerala","32","Not Mentioned","0","Socio-Economic Inequalities",60035.87,36.7
4839,"2018-01-01","Kerala","32","Not Mentioned","0","Swachh Bharat Kosh",0.75,0.99
4840,"2018-01-01","Kerala","32","Not Mentioned","0","Training To Promote Sports",7.23,5.12
4841,"2018-01-01","Kerala","32","Not Mentioned","0","Vocational Skills",150.0,150.0
4842,"2018-01-01","Kerala","32","Not Mentioned","0","Women Empowerment",3862750.0,22.94
